,recipe_title,raw_ingre,main_ingredients,ingredients,steps,method_type,cook_time,difficult,kcal,feature,raw_ingre_sep
228,,"{'햄': '100g', '양파(대)': '1/2개', '당근': '1줌', '감자(중)': '1/2개', '파(잎위주)': '1/2대', '식은 밥': '2인분', '케찹': '3T', '소금': '1/2T', '후추': '약간', '계란': '4개', '돈가스소스': '6T', '올리고당': '3T', '굴소스': '1T', '물': '100ml'}",,,"1.먼저 소스만들 양념을 모두 넣고 섞어 둡니다. (꼭 미리 해야 하는건 아니지만 오므라이스를 따뜻하게 먹을 수 있도록 미리 섞어두면 좋겠죠^^),2.들어갈 재료를 손질해주세요.,3.모두 잘게 다져줍니다.,4.기름을 두른 팬에 다진 파와 양파, 감자를 넣어 볶아줍니다.,5.파와 양파의 향이 올라오면 당근과 햄을 넣어 볶다가, 소금과 후추, 케찹을 넣어 간을 해줍니다.,6.다 섞이면 식은 밥 2인분을 넣고 불을 끈 상태에서 골고루 섞어줍니다.,7.계란을 풀어 지단을 만들어주고, 반 정도 익은 상태에서 만든 볶음밥을 올립니다.,8.넓은 접시를 그 위로 덮고 뒤짚은 후 잘 다듬어 주면 모양잡기 쉽게 클리어!!,9.마지막으로 섞어둔 소스를 저어주면서 약한불로 5분정도 끓여줍니다.,10.소스 붓고 파슬리로 장식하면 완성~",볶음,15분 이내,아무나,,,"채소류,조리가공품류,곡물전분류,난류,조미료,기타"
229,,"{'새우': '25마리', '마늘': '5쪽', '버터': '30g', '소금': '2꼬집', '후추': '4~5번톡톡'}",,,"1.새우는 머리를 제거한뒤 등을 세로로 갈라서 내장을 제거 해주시구요~ 마늘5쪽도 편썰어 주셔요~  (손질을 남편한테 부탁했더니 아주 너덜너덜 해졌네요;;),2.버터 20g을 넣고~,3.약불로 마늘을 볶아서 마늘향이 올라오면~,4.중불로 올려 손질한 새우를 넣고 볶아 주셔요~,5.소금 두꼬집~ 후추가루4~5번 톡톡 해주시구요~ (초장이나 칠리소스,간장에 찍먹 하실분은 소금 한꼬집만 넣어 주시거나 생략가능 합니다^^),6.굽듯이 볶아 주시다가~,7.쉽게 타버리는 버터기 때문에 나머지 10g의 버터는 물기가 없는 이때 넣어 주셔요~  ※중요~! 새우는 너무 익히시지 마시구요~ 아주아주 살짝 투명함이 남아 있을때 까지만 볶아 주시면~,8.이렇게 탱글탱글한 새우가 되요~ 확실히 칵테일 새우보다 생새우가 훠얼씬 식감이나 맛이 죽이네요ㅎㅎ 맥주가 없어서 사이다랑 먹는데 맥주생각이..+.+ㅎㅎ 워낙 초간단이라 아무나 하실수있고 맛도 엄지척이에요^~^",볶음,10분 이내,아무나,,,"채소류,해산물,유제품,조미료"
230,,"{'갈은 소고기': '480g', '양파': '2개', '고추장': '9T', '다진 마늘': '2T', '후추': '1T', '간장': '2T', '설탕': '3.5T', '참기름': '1T', '물엿(생략가능)': '1T'}",,,"1.넉넉한 크기의 그릇에 갈은 소고기와 다진마늘, 간장, 설탕, 후추를 넣고 잘 섞어주세요. 그리고 고기를 양념에 재운다 생각하시고 잠시 옆에 놔두고 STEP2로 넘어갑니다.,2.양파는 잘게 썰어주신후에 후라이팬에 참기름을 붓고 양파가 완전히 익을때까지 잘 볶아주세요.,3.양파가 다 익으면 소스에 재워놨던 고기를 후라이팬에 넣고 고기가 다 익을때까지 볶아줍니다. 고기가 다 익으면 불을 약불로 낮춰주신후에 고추장을 넣고 잘 섞어주시면서 고추장이 고기에 잘 스며들게 볶아주세요.,4.마지막으로 물엿을 넣고 20~30초 정도만 더 볶아주세요.  물엿이 없으면 설탕을 넣으셔도 되고, 맛 보시고 더 달지 않아도 되겠다 싶으면 넣지 않으셔도 됩니다.",볶음,15분 이내,초급,,,"채소류,육류,조미료,기타"
231,,"{'오징어': '2마리(큰사이즈)', '양배추': '1/4통', '당근': '1/2개', '양파': '1개', '풋고추': '2개', '파': '2뿌리', '식용유': '3큰술', '설탕': '1큰술', '마늘': '1큰술', '고추장': '1큰술', '간장': '5큰술', '고춧가루': '3큰술', '물': '1/2컵', '참기름': '1큰술', '통깨': '적당량'}",,,"1.양배추, 당근, 양파, 파(준비량의 반)는  길쭉하고 굵게, 고추도 어슷큼직하게 썹니다. 오징어도 깨끗하게  손질해서 먹기좋은  크기로 썹니다. ,2.팬에 식용유 3큰술과 송송썬 파를 넣은 후 불을 올려 볶아요. 파기름이 충분히 나오게, 노르스름해질때까지 볶습니다.센불,3.파가 노르스름하게  볶아지면 오징어를 넣고 볶다가 설탕 1큰술을  넣어 볶습니다.센불볶는 시간을 최소로 합니다.,4.마늘 1큰술 고추장 1큰술을  넣어고 볶습니다. 볶는 시간은 최소로 하세요,  마늘넣고 팬들어가며 섞어주는식으로 볶고, 고추장 넣고도  마찬가지로요.센불,5.간장 5큰술,  고춧가루 3큰술을 넣고 볶습니다. 너무 뻑뻑한 느낌이 들면 물 반컵을 넣고 볶습니다.센불센불에서 단시간에 볶기 때문에 팬을 들어가며 조절해서 볶으세요.,6.이제 준비한 채소를 볶던 팬에 전부 넣습니다.중불,7.잘 섞어가며  채소의 숨이 죽지않게 단시간으로 볶다가 불에서 내리기 직전 참기름을 촤악~ 둘러주고 끝!!,8.그릇이나 달군 팬에 먹음직스럽게 담고 통깨를 솔솔 뿌려 상에 냅니다. 완성!입니다. 맛있게 드세요~",볶음,20분 이내,아무나,,,"채소류,해산물,조미료,기타"
232,,"{'닭': '1마리', '당근': '1/3개', '양파': '1/2개', '감자': '3개', '대파 초록색 부분 20센티': '4개', '청양고추': '4개', '고추장': '2큰술', '고추가루': '7큰술', '설탕': '2큰술', '국간장': '5큰술', '마늘': '1큰술 아주 듬뿍', '물': '1소주잔'}",,,"1.블로그에서 핫한 반응을 일으켰던 닭볶음탕이니 믿고 따라해주세요!  파와 청양고추는 어슷 썰고 당근 감자는 큼직하게 썰어주세요,2.양파는 반을 자른 후 사각으로 썰어주세요,3.고추장2큰술 고추가루7큰술 설탕2큰술 국간장5큰술 마늘1큰술 넣고 소주잔으로 물1컵 넣고 섞어 주세요 간장은 국간장이에요,4.닭은 끓는물에 살짝 데쳐냅니다 끓기 시작하면 5분정도 데친 후 물을 버리고 찬물로 불순물을 씻어주세요,5.데친 닭을 깊은 팬에 넣고 소주 1컵을 부어줍니다 닭 잡내를 잡아줍니다,6.당근 감자를 넣어주고 중간에 양념장을 올린 후 물 800ml 넣어주세요 계랑컵이 없으면 재료 끄트머리 2/3 정도만 넣어주세요,7.강불에서 팔팔 끓어오르면 양념장을 섞고 강불과 중불 사이에서 익히세요,8.국물이 반으로 졸았을 때 감자와 닭이 익었는지 젓가락으로 찔러 확인하세요 화력이 모두 다르니 물이 너무 많이 졸거나 닭,감자가 안 익었다면 물은 뜨거운 물로 추가하셔도 돼요,9.국물이 요 정도 있는 상태에서 대파 고추 양파를 넣습니다 국물 없게 조리는 건 비추구요 국물이 있게 졸여주세요,10.대파 청양고추 양파를 넣은 후 휘리릭 섞고 1분후 불을 끕니다,11.국물은 요 정도로 졸이면 돼요 아주 칼칼하기 때문에 국물이 있어야 밥도 비벼 먹고 맛있답니다,12.국물을 매콤 칼칼하게 먹을 수 있어서 맛집 식당에서 맛보는듯한 닭볶음탕 레시피 완성! 양념장이 황금 비율이랍니다 비율은 모두 지켜주세요 여러번 해보고 터득한 황금비율이에요^^ 황금팁은 양념장 비율과 야채 넣고 1분 후에 불을 끄는 것이랍니다  국물을 많이 있게 졸이면 매콤한 국물닭도리탕 백숙처럼 부드러운 닭고기에 국물을 얹어먹을 수 있는 스타일 (국물이 매콤 칼칼) 취향에 따라 졸여주세요",볶음,60분 이내,중급,,,"채소류,육류,조미료,기타"
233,,"{'쥬키니 호박': '2/3개', '양파': '1/2개', '대파': '1/2뿌리', '식용유': '1T', '들기름': '0.5T', '간장': '2T', '굴소스': '1T', '고추가루': '1.5T', '설탕': '0.5T', '다진마늘': '0.5T', '소금': '약간'}",,,"1.간장2,굴소스1,고추가루1.5,설탕0.5,다진마늘0.5,들기름0.5,대파다진것을 넣어 양념장을 만들어 줍니다.,2.호박과 양파는 약간 두껍게 채썰어 줍니다. 밥반찬 하실거면 둥글게 썰어주셔도 무관합니다.,3.식용유1,들기름1을 넣어 호박을 볶아줍니다.,4.호박이 어느정도 익으면 양파를 넣어 한번 더 볶아줍니다.,5.양파숨이 살짝 죽으면 양념장을 부어 볶아주어 마지막간을 소금으로 해줍니다. 저는 1.5티스푼 넣었습니다. 기호에 따라 깨를 뿌려주어 완성.",볶음,30분 이내,초급,,,"채소류,조미료"
234,,"{'닭가슴살 통조림(135g)': '1개', '양파': '1/2개', '청양고추': '1개', '김자반': '1줌', '파': '조금', '고추기름(들기름대체가능)': '', '간장': '조금', '고추장': '2/3스푼', '고춧가루': '2큰술 듬뿍', '설탕': '1.5스푼', '후추': '조금', '참기름': '1/2스푼'}",,,"1.채소는 양배추나 버섯 등 집에 있는것들로 대체 가능 고추장 , 고춧가루 , 설탕 , 참기름 , 후추를 넣고 양념장을  만들어둔다. 간장은 완성 직전 간을 보고 입맛에 맞게 양을 조절해  넣는다. 닭가슴살캔은 채반에 기름을 걸러주고  뜨거운물을 끼얹어준 후 물기를 빼 준비한다.,2.고추기름을 1큰술 넣고 달군팬에 양파 , 닭가슴살 ,  분량대로 섞은 양념장을 넣어준다. * 고추기름 없을때 달군팬에 고추가루 1/2스푼과 들기름 1스푼을 넣고 볶아주면 비슷해짐,3.양념장이 골고루 퍼지고 양파가 살짝 투명해지면 대파 ,  청양고추를 넣어준다. 촉촉한 덮밥을 원한다면 양념장을 만들때  물을 3~5스푼 넣어준다. 더 매운맛을 원할땐 청양고추와 고춧가루를 늘려준다.,4.대파와 청양고추를 넣은 후엔 한번만 휘리릭 볶아낸다.,5.따끈한 밥위에 적당히 얹어주고 -,6.김자반을 올려준다. 완성 :)",볶음,15분 이내,초급,,,"채소류,해산물,육류,조미료,기타"
235,,"{'참치 캔 (소)': '1', '햇반': '1', '배추김치': '1/2컵', '양파': '1/4개', '쪽파': '2', '달걀': '1', '식용유': '약간', '고추장': '1/3큰술', '설탕': '1/2큰술', '들기름': '1큰술', '후춧가루': '약간', '물': '3큰술'}",,,"1.김치 송송 썰고 작은 볼에 후춧가루를 빼고, 분량의 양념 재료를 넣어 만들어놓아요 양파 쪽파는 썰어 준비하고~,2.달군 팬에 들기름 1넣고 김치 넣어 들들 볶다가 설탕 1/2 큰 술 넣고 양파도 넣어 볶아줍니다.,3.김치가 어느정도 볶아지면 참치 캔 국물 채로 넣어 볶아주고~,4.만들어놓은 양념과 파 넣고 들들 한 번 볶아 후춧가루 약간 넣고 마무리합니다.,5.담기-그릇에 밥 담고 위에 볶은 재료 올리고 달걀 프라이 올려냅니다.",볶음,10분 이내,아무나,,,"김치류,채소류,해산물,곡물전분류,난류,조미료,기타"
236,,"{'닭안심': '500g', '양파': '1개', '당근': '약간', '양배추': '1+1/2줌', '감자': '1개', '깻잎': '10장', '식용유': '2T', '간장': '5T', '고추장': '3T', '고추가루': '3T', '맛술': '3T', '설탕': '2T', '들기름': '2T', '카레가루': '0.5T', '다진마늘': '1T', '후추': '5번톡톡', '맛소금': '1티스푼'}",,,"1.닭고기를 준비 해 줍니다.,2.양파,당근,감자,깻잎,양배추를 적당한 크기로 잘라줍니다. 이때 감자는 얇게 썰어 주세요.,3.고추장,간장,고추가루,맛술,설탕,다진마늘,후추,카레가루,들기름을 넣어 양념장을 만들어줍니다.,4.닭고기에 양념장을 부어 조물조물 무친뒤 30분이상 재워둡니다.,5.식용유 두른 팬에 양념닭고기와 감자,양파,양배추,당근을 넣어 모든재료가 다 익을 때까지 중불로 익혀줍니다.,6.마지막으로 깻잎을 넣어주어 완성. 이때 간을 보아 부족한 간은 맛소금으로 해줍니다. 저는 맛소금1티스푼 넣었습니다.",볶음,60분 이내,초급,,,"채소류,육류,조미료"
237,,"{'시금치': '1줌', '새우': '1/2컵', '밥': '1그릇', '식용유': '3큰술', '진간장': '1큰술', '다진마늘': '1큰술', '통깨': '1큰술', '소금': '약간'}",,,"1.새우 껍질이 있는경우엔 껍질을 먼저 제거해줍니다.생새우, 칵테일새우, 새우살등 있는 새우를 사용하시면되요.,2.시금치를 흐르는물에 씻어준뒤 빨간 뿌리부분은 잘라서 쫑쫑 다져주고 나머진 5cm정도로 썰어주세요.붉은 뿌리에 영양소가 많아요. 버리지 말고 같이 사용해주세요.꼭 5cm가 아니더라도 먹기편한 크기로 썰어주시면되요.,3.중불에서 식용유를 넣고 마늘향이 올라올때까지 다진마늘을 볶아주세요.중불,4.새우를 넣고 1분정도 볶아주세요.중불,5.시금치를 넣고 시금치의 부피가 줄어들때까지 볶아주세요. (1-2분정도)중불,6.밥을 넣고 볶아주세요.중불,7.진간장, 소금을 넣고 볶아서 통깨를 뿌려 마무리합니다.약불",볶음,10분 이내,아무나,,,"채소류,해산물,곡물전분류,조미료"
238,,"{'닭가슴살': '1인분', '대파': '1개', '양파': '1개', '계란': '4개', '파마산치즈': '2~3T', '체더치즈': '약간', '모짜렐라치즈': '약간', '파슬리': '약간', '치킨스톡': '2~3T', '후추': '약간'}",,,"1.양파와 대파를 먹기 좋게 다져주세요!,2.닭가슴살은 먹기 좋은 크기로 찢어주세요,3.달궈진 팬에 대파부터 볶다가 후추를 약간 넣어줍니다.저는 올리브유를 사용했지만 적게 사용할수록 좋겠죠?,4.양파를 넣고 같이 볶아주다가 닭가슴살을 넣어주세요,5.계란을 풀고 파마산 치즈를 넣어준 뒤 잘 섞어주고 계란물을 부어주세요,6.치즈를 올리고 뚜껑을 덮은 뒤 약불에서 4분 정도 치즈를 녹여주세요,7.그릇에 옮겨담고 파슬리를 뿌려내면 완성이예요! :)",볶음,30분 이내,아무나,,,"채소류,육류,유제품,난류,조미료"
239,,"{'떡볶이떡': '300g', '쇠고기(불고기용)': '150g', '표고버섯': '2개', '파프리카': '1/2개', '당근': '1/4개', '참기름': '1큰술', '깨': '약간', '간장': '2큰술', '올리고당': '1큰술', '설탕': '1큰술', '다진마늘': '1작은술', '후추': '약간'}",,,"1.재료를 준비한 다음, 떡볶이떡이 단단할 때는 미지근한 물에 담가두거나, 살짝 데친 후 찬물에 담가 말랑말랑하게 준비해서 떡 양념에 버무려주세요.,2.표고버섯은 기둥을 떼어 편으로 썰고, 파프리카와 당근은 먹기 좋은 크기로 잘라주세요.,3.쇠고기와 표고버섯은 볼에 담고 양념에 버무려서 준비해주세요.,4.달군 팬에 기름을 두르고 쇠고기, 표고버섯, 당근을 넣어 2분간 볶다가,5.떡볶이떡과 파프리카를 넣고 1분간 더 볶아주세요.,6.그릇에 궁중떡볶이를 담고 깨를 뿌려주세요.",볶음,60분 이내,초급,,,"채소류,육류,버섯류,곡물전분류,조미료,기타"
240,,"{'쥐포': '2장', '진간장': '2T', '설탕': '1t'}",,,"1.쥐포를 가위로 먹기 좋은 크기로  잘라주세요.,2.식용유를 두르지 말고  볶아주세요.,3.이렇게 볶은 쥐포채를 식혀주세요.,4.이제 진간장2T, 설탕1t 넣어서  간을 보세요. 더 달게를 원하시면 설탕을 더 넣으세요.,5.마늘을 0.5t 넣어서 식용유를 두르고 볶아주세요.,6.마늘이 노릇하게 되기 직전 간장을 둘러주세요.,7.불을 끄시고 뱅글뱅글 돌려주세요. 섞어주시면 됩니다.,8.쥐포채를 넣고 섞어주세요.,9.통깨 1스푼을 넣어서 섞어주세요.,10.이렇게 하시면 금방 간단하게  만드실수 있습니다.",볶음,5분 이내,아무나,,,"해산물,조미료"
241,,"{'돼지고기앞다리살': '300g', '파채': '1줌', '콩나물': '1줌', '참기름': '약간', '통깨': '약간', '간장': '3숟가락', '고추장': '2숟가락', '올리고당': '3숟가락', '고춧가루': '2숟가락', '다진 마늘': '1숟가락', '매실액': '1숟가락', '맛술': '1숟가락', '후추': '약간'}",,,"1.키친타월로 핏물을 뺀 돼지고기는 한 입 크기로 썬다.,2.볼에 양념 재료를 넣고 양념장을 만든다.                     
                             옻칠 우드 조리도구 수저세트                           ,3.한 입 크기로 썬 돼지고기에 양념장을 넣고 10~20분간 재운다.,4.달군 팬에 기름을 두르고 양념한 돼지고기를 넣어 볶는다.                     
                             네오플램 노블레스 프라이팬                           ,5.고기가 거의 익었을 쯤 콩나물과 파채를 넣고 고기가 익을 때까지 볶는다.,6.불을 끄고 참기름을 넣고 섞은 후 통깨를 뿌려 완성한다.",볶음,30분 이내,초급,,,"채소류,육류,조미료"
242,,"{'닭가슴살': '2조각', '꽈리고추': '8개', '통마늘': '5~6개', '홍고추': '1개', '식용유': '2큰술', '굴소스': '1+1/2큰술', '후추가루': '약간', '올리고당': '1큰술', '생강가루': '약간', '간장': '1작은술', '핫소스(타바스코소스)': '1큰술'}",,,"1.먼저 굴소스 1과 1/2큰술, 후추가루 약간, 올리고당 1큰술, 생강가루 약간, 간장 1작은술, 핫소스(타바스코소스) 1큰술 넣고 볶음양념장을 만들어 줍니다.,2.닭가슴살 2조각과 꽈리고추는 먹기좋은 크기로 썰어주고, 통마늘은 굵게 편썰어 준비한 후 홍고추도 송송 썰어 줍니다. 꽈리고추 대신에 매운고추(청양고추)를 사용하셔도 좋아요.,3.웍에 기름 2큰술을 두른 후 마늘과 닭가슴살을 먼저 넣어 센불에서 볶아줍니다.,4.가슴살이 60~70%정도 볶아지고 나면, 여기에 꽈리고추와 홍고추를 넣어 볶아줍니다.,5.꽈리고츠가 살짝 익었을 때, 볶음양념장을 넣어 자작하게 조려내듯이 볶아주세요.,6.자글자글~ 하게 말이죠.,7.그릇에 담아 참깨를 뿌려 마무리했어요. 고춧가루가 아닌 핫소스가 들어가 톡 쏘는듯한 매운 맛에 마늘이 파근파근하고 고소하니 맛있더군요.",볶음,15분 이내,초급,,,"채소류,육류,조미료,기타"
243,,"{'돼지고기': '', '당근': '', '호박': '', '버섯': '', '양파': '', '대파': '', '간장': '', '올리고당': '', '설탕': '', '후추': '', '다진마늘': '', '참기름': '', '깨': ''}",,,"1.일단 저는 돼지앞다리살을 준비했어요 불고기용으로 600g 준비했고요 ~ 목살을 이용하셔도 좋아요,2.간장돼지불고기 양념장은 어른 수저로 간장 10, 올리고당 5, 설탕 2, 다진 마늘 1, 참기름 1.5스푼 후추 약간 넣은 뒤 골고루 잘 섞어주세요 ~                   ,3.고기가 양념이 잘 배일수 있게 조물조물해준 다음 30분 정도 재워둔 다음                   ,4.넓적한 팬에 재워둔 고기를 넣고 볶아주세요                   ,5.고기가 어느 정도 익었을 때쯤 먹기 좋게 잘라주고,6.호박, 당근, 버섯을 먹기 좋게 썰어 넣고 고기와 함께 볶아주세요 ~                   ,7.고기가 어느 정도 볶아지면 불을 끄고 양파와 대파를 썰어놓고 잔열에 볶아주세요 ~                   ",볶음,60분 이내,초급,,,"채소류,육류,버섯류,조미료"
244,,"{'닭가슴살': '1팩', '현미떡볶이': '10개', '양파': '', '당근': '', '버섯': '', '파': '조금', '삶은 계란': '(선택가능)', '간장': '2T', '참기름': '1T', '올리고당': '1T', '다진마늘': '1T'}",,,"1.먼저 양념장을 만든다. 간장2 참기름1 올리고당1 다진마늘1 섞으면 끝!,2.버섯, 양파, 당근, 파 적당한 크기로 썰어준다.,3.닭가슴살도 적당한 크기로 썰어준다.,4.후라이팬에 파를 제외한 버섯 양파 당근을 넣고 볶는다.,5.현미떡볶이와 닭가슴살을 넣고 볶는다.,6.양념장 투척! 골고루 볶는다.,7.마지막 파 넣고 볶아주면 끝!,8.이쁜 그릇에 옮겨 담는다! 먹음직스럽죠!?",볶음,30분 이내,아무나,,,"채소류,육류,버섯류,곡물전분류,난류,조미료"
245,,"{'느타리버섯': '200g', '양파': '1/2개', '애호박': '1/3개', '대파': '1대', '청양고추': '1개', '고추장': '1+1/2숟가락', '간장': '1숟가락', '설탕': '2/3숟가락', '간마늘': '1숟가락', '고춧가루': '1+1/2숟가락', '후추': '약간', '참기름': '1/2숟가락'}",,,"1.느타리버섯은 한 입 크기로 찢는다.,2.양파는 채 썰고 애호박은 2등분한 후 반달 썰고 청양고추는 어슷 썰고 대파는 송송 썬다.                     
                             라오메뜨 이태리 천연세라믹 트레이 도마                          ,3.볼에 느타리버섯과 채소를 담고 양념재료를 넣고 섞는다.,4.팬에 양념한 버섯&채소를 넣고 볶아 완성한다.                     
                             닥터하우스 트윙클 스토브 (크림)                          ",볶음,30분 이내,초급,,,"채소류,버섯류,조미료"
246,,"{'돼지고기': '250g', '백오이': '3개', '홍고추': '1개', '간장': '2큰술', '다진마늘': '1큰술', '후추가루': '조금', '설탕': '1큰술', '식용류': '1큰술', '참기름': '1/2큰술', '통깨': '1큰술'}",,,"1.돼지고기(잡채용)을 200g을 준비해주시고 다진마늘/후추가루/간장/설탕을 넣어 밑간을 해주시고 30분간 숙성을 시켜주세요,2.백오이3개를 3등분해서 돌려깍기를 해서 가운데 씨앗부분에 심지를 제거하고 얇게 채를 썰어 주시고 소금을 넣어서 절여주세요,3.10분간 절여주세요,4.찬물에 한번 씻어서 물기를 최대한 꼭 짜주세요,5.홍고추 한개를 반으로 가르고 씻를 제거후 얇게 채를 썰어주세요,6.숙성시켜둔 돼지고기를 팬에 식용류를 넣고 젓가락으로  섞어가면서 볶아주세요,7.돼지고기가 다익을정도로 볶아졌으면 오이절인것과 홍고추를 넣어주시고  1분간 후리릭 볶아주시고 불을 끄신다음 참기름과 통깨를 뿌리시어 완성하시고 큰그릇이나 쟁반에 담아내서  식혀주세요,8.오이에 부족한 단백질과 좋은성분을 돼지고기가 채워주어서 다이어트에 도움이 많이 되고 아이들반찬으로도 좋아요",볶음,60분 이내,초급,,,"채소류,육류,조미료"
247,,"{'삼겹살': '400g', '양파': '1/4개', '대파': '1개', '마늘': '5개', '청양고추': '2개', '고추장': '1스푼', '고추가루': '1스푼', '간장': '1스푼', '맛술': '1스푼', '설탕': '1스푼', '올리고당': '1스푼', '소금': '1꼬집', '후추': '1꼬집'}",,,"1.일단 야채를 손질합니다. 대파 흰부분은 파기름을 낼거라 총총 썰어주시고 마늘은 편으로, 양파는 두툼하게 채를 썰고 대파 초록부분은 어슷썰기로 준비해주세요,2.삼겹살은 먹기 좋은 크기로 잘라주시구요,3.팬을 잘 달궈주시구요 기름을 둘러주시구요,4.파와 마늘을 넣고 파기름을 먼저 만들어주세요,5.파향이 슬슬 올라오면 청양고추와 양파를 넣고 볶아주세요,6.삼겹살을 넣고 소금 후추를 살짝 뿌려주신 다음 골고루 잘 익도록 볶아주세요,7.고기가 슬쩍 익으면 맛술을 넣어주시구요 설탕을 넣어주시구요,8.설탕을 넣은 다음에 올리고당을 넣어주시구요,9.그런 다음에 간장을 넣어 볶아주시면 불향이 살짝 난답니다,10.고추가루도 넣구요,11.고추장도 넣습니다.,12.잘 볶아지면 대파를 넣고 휘리릭 볶아주시면 완성입니다~",볶음,20분 이내,초급,,,"채소류,육류,조미료"
248,,"{'닭가슴살': '200g', '양배추': '350g', '청양고추': '2개', '홍고추': '1개', '간장': '1큰술', '액젓': '1큰술', '올리고당': '1큰술', '청주': '1큰술', '다진마늘': '1큰술', '파': '약간'}",,,"1.저는 훈제닭가슴살을 준비 했는데, 일반 닭가슴살을 준비하셔서 데쳐서 사용하셔도 됩니다.,2.닭가슴살은 쪽쪽 찢어서 준비 합니다. 양배추는 닭가슴살과 비슷한 크기로 먹기 좋게 썰어 주시고, 청양고추는 송송, 홍고추는 어슷 썰어서 준비 합니다.,3.팬에 양배추를 넣어 볶다가 닭가슴살을 넣어 볶아 주세요.,4.양배추가 선명해지기 시작하면 분량의 간장, 액젓, 올리고당, 청주를 넣고 빠르게 볶아 줍니다.,5.다진마늘을 넣어 볶아 주고, 다 볶아 지면 불을 끄고 고추와 통깨를 넣어 골고루 섞어 줍니다. (통마늘을 편으로 썰어 제일 먼저 기름에 볶다가 양배추를 넣어 볶아 주셔도 좋아요.),6.그릇에 담고 송송 썬 쪽파를 뿌려서 내어 본 닭가슴살 양배추볶음 이랍니다. 아삭하게 씹히는 맛도 좋고, 쫄깃담백하게 씹히는 닭.가슴살 맛도 좋다지요.",볶음,30분 이내,아무나,,,"채소류,육류,조미료"
249,,"{'밥': '2공기', '통조림 닭가슴살': '1캔', '팽이버섯': '1봉', '양파 (소)': '1개', '대파': '1대', '청양고추': '2개', '식용유': '적당량', '다진 마늘': '1T', '진간장': '2T', '물': '4T', '소금': '약간', '참기름': '1T', '전분가루': '2T'}",,,"1.야채는 당근, 애호박, 가지 등 냉장고 사정에 맞춰 준비하세요. 전분물 대신에 녹말물 사용하셔도 됩니다. 입맛에 맞게 재료의 양은 가감하세요.,2.팽이버섯은 밑둥을 잘라낸 뒤 흐르는 물에 씻은 다음 체에 받쳐 물기를 제거해 주세요.팽이버섯 1봉, 찬물체,3.닭가슴살은 먹기 좋은 크기로 잘라주세요.닭가슴살 1캔 ,4.양파는 채 썰고 대파와 청양고추는 송송 썰어주세요.양파, 대파, 청양고추칼, 도마,5.달군 팬에 식용유를 두른 뒤 약불에서 다진 마늘을 넣고  약 30초 동안 볶아주세요.다진 마늘 1T, 식용유후라이팬, 볶음주걱약불,6.이어서 채썬 양파를 넣고 불을 중불로 올려서  30초 정도 볶아주세요.채썬 양파볶음주걱중불,7.양파가 어느 정도 익으면 팽이버섯을 넣고 1분간 볶아주세요.팽이버섯볶음주걱중불,8.그런 다음 닭가슴살을 넣고 살짝 볶은 뒤손질한 닭가슴살볶음주걱중불,9.진간장 2T와 물 2컵을(종이컵 기준)을 넣고진간장 2T, 물 2컵중불,10.바글바글 끓여주세요중불,11.바글바글 끓으면 약불로 줄인 다음 대파와 청양고추를 넣고대파, 청양고추약불,12.전분물 또는 녹말물을 붓은 뒤 약 1분정도 끓여주세요.전분물 또는 녹말물약불,13.간을 보고 부족하다 싶으면 소금으로 맞춰 주세요. 1분이 지나면 참기름 1T을 넣은 뒤 가스 불을 꺼주세요.참기름 1T, 소금,14.그릇에 밥과 함께 담아내면 닭가슴살 덮밥 완성이에요.",볶음,10분 이내,아무나,,,"채소류,육류,버섯류,곡물전분류,조미료,기타"
250,,"{'떡볶이떡': '2컵(종이컵)', '물': '2컵(종이컵)', '대파': '1/2대', '통깨': '약간', '고추장': '2T', '고추가루': '1.5T', '간장': '2T', '설탕': '3T'}",,,"1.먼저 종이컵 기준 물 2컵에 떡볶이떡을 넣고 센불에서 팔팔 끓여 줍니다.냉동 떡이라면 물에 잠깐 담궈두셨다가 사용하세요,2.물이 팔팔 끓으면 양념을 다 넣어준 뒤 잘 풀어주고 또 자글자글 끓여 줍니다.양념을 미리 섞어두시면 좋아요,3.국물이 졸아들면 대파를 가위로 쫑쫑 썰어 넣어주시고 통깨 약간 뿌려 주시면 끝!,4.너무 간단한데 맛있어서 놀라는 백종원 분식점 떡볶이 완성입니다!,5.한개 먹어보니 어머머!정말 분식점에서 파는 떡볶이 맛이 나면서 넘 맛있어요. 너무 간단한데 맛있어서 놀랬어요^^",볶음,15분 이내,아무나,,,"채소류,곡물전분류,조미료,기타"
